	auROC	auPRC	recall@50%FDR	recall@25%FDR	recall@10%FDR
0	0.9915464705538872	0.6814883169288839	0.7189292543021033	0.5889101338432122	0.42447418738049714
1	0.9954231978067402	0.7976817719892519	0.846027846027846	0.7461097461097461	0.6085176085176085
2	0.9853901072912459	0.7766652994292664	0.8264227642276423	0.675609756097561	0.526829268292683
3	0.9916374783069579	0.7430409119614892	0.7815774958632101	0.6304467733039162	0.48372862658576943
4	0.9885344375095592	0.6982450328860809	0.7459379615952733	0.638109305760709	0.43870014771048743
5	0.9698872601268047	0.4677207101888133	0.4899328859060403	0.2600671140939597	0.07550335570469799
6	0.9867108346675121	0.6553738091654031	0.6779116465863454	0.5437751004016064	0.41526104417670684
7	0.9907128055121786	0.6887172425673281	0.7380224260958206	0.5718654434250765	0.4087665647298675
8	0.9856238577854303	0.6543389657494518	0.6850937808489634	0.56071076011846	0.3790720631786772
9	0.992854131426838	0.7071518667957898	0.7655038759689923	0.5901162790697675	0.39825581395348836
10	0.9906612329172073	0.7132807954884067	0.7445759368836292	0.631163708086785	0.44970414201183434
11	0.9817674110266383	0.740405877903758	0.7982832618025751	0.6466380543633763	0.4721030042918455
12	0.9937691931711302	0.7180204849743691	0.7696827262044653	0.645123384253819	0.4300822561692127
13	0.9966393787277987	0.7322358655949643	0.7997364953886693	0.6284584980237155	0.42424242424242425
14	0.9889257551191278	0.7037255928506739	0.7566079295154186	0.6211453744493393	0.4008810572687225
15	0.9943952729082072	0.8004838467188097	0.9209809264305178	0.782016348773842	0.3869209809264305
16	0.9899633728221339	0.6867620899209471	0.7140794223826715	0.5747292418772563	0.43610108303249095
17	0.9785336730024021	0.7185444765627681	0.7622020431328036	0.6061293984108967	0.47048808172531215
18	0.992271807969066	0.722674530954357	0.7877237851662404	0.6534526854219949	0.43861892583120204
19	0.9917229673128628	0.7245057793408214	0.7664543524416136	0.6291578202406228	0.47558386411889597
20	0.9744045469269571	0.7718131213872812	0.8245409501603032	0.689011949868843	0.5263771495190906
21	0.996700424942368	0.7604985755167302	0.8192771084337349	0.6827309236947792	0.5113788487282463
22	0.9896938060807864	0.7915930519011664	0.9088607594936708	0.7468354430379747	0.45569620253164556
23	0.9801089742592912	0.6928864153489946	0.7184853014449427	0.5894369706028899	0.4613851519681116
24	0.9907386441869659	0.7465126870227878	0.8078358208955224	0.6567164179104478	0.4701492537313433
25	0.9922709064126737	0.7318452515059214	0.7795216741405082	0.6375186846038864	0.5142002989536621
26	0.9933499638520799	0.7380819118333481	0.7842003853564548	0.6271676300578035	0.5038535645472062
27	0.9887676342865718	0.6876074589602883	0.7185741088180112	0.5919324577861164	0.450281425891182
28	0.9865334556224293	0.7526665223066762	0.8069209594966575	0.6464805348014157	0.4742430200550531
29	0.9941890973820923	0.7464285896075674	0.791800128122998	0.6489429852658553	0.48302370275464446
30	0.9940062269606182	0.7624541858927804	0.8320209973753281	0.6863517060367454	0.5131233595800525
31	0.992192996366851	0.7850712765167539	0.8396436525612472	0.7282850779510023	0.5824053452115813
32	0.9891992237179382	0.6767017434471833	0.711864406779661	0.5706214689265536	0.41081517352703795
33	0.9998087570528158	0.5767764424602185	0.9056603773584906	0.07547169811320754	0.018867924528301886
34	0.9914906228403715	0.7087851570011201	0.7568807339449541	0.634862385321101	0.45871559633027525
35	0.9922480933918292	0.7315936652958218	0.7823984526112185	0.6595744680851063	0.4748549323017408
36	0.9970886759830143	0.756351202716754	0.8422575976845152	0.6599131693198264	0.4703328509406657
37	0.9936143300928331	0.7188116924540553	0.7754749568221071	0.6269430051813472	0.37305699481865284
38	0.993365561150101	0.7778192795844414	0.8232248520710059	0.7026627218934911	0.5865384615384616
39	0.9941958286249197	0.7300115690290275	0.7773019271948608	0.6595289079229122	0.47751605995717344
40	0.9927954173030177	0.7025084891601947	0.75	0.6130268199233716	0.4099616858237548
41	0.9860737839435921	0.711703586723576	0.7656065959952886	0.6431095406360424	0.4004711425206125
42	0.9855552953782301	0.7655958745019835	0.814616019818332	0.6560693641618497	0.5045417010734929
43	0.9969946694481902	0.7421843505602427	0.808041504539559	0.642023346303502	0.42282749675745784
44	0.9975797023872017	0.7376558504946892	0.8313253012048193	0.6358768406961178	0.35609103078982596
45	0.9888507491708348	0.6788433612005654	0.7144298688193743	0.5812310797174571	0.38244197780020184
