	auROC	auPRC	recallAtFDR50	recallAtFDR25	recallAtFDR10	recallAtFDR05
0	0.9493517510423607	0.196966351937713	0.0749707353410663	0.0	0.0	0.0
1	0.9765199018179453	0.4217475198293884	0.39689480354879597	0.2041191381495564	0.05602027883396705	0.0031051964512040556
2	0.971548927253358	0.2288322464357961	0.11436010414580412	0.007610654916883637	0.001001401962747847	0.0008011215701982776
3	0.9321730694400224	0.018226857798417075	0.0	0.0	0.0	0.0
4	0.8709461562361622	0.01023110187908809	0.0	0.0	0.0	0.0
5	0.9193955743520758	0.1168609006545492	0.0	0.0	0.0	0.0
6	0.9704217047658218	0.20209464640497438	0.13031674208144797	0.0	0.0	0.0
7	0.9846738541929637	0.6094025980630432	0.6642278341593895	0.44764377310990483	0.2005743057194556	0.0252143812445913
8	0.9163026101833326	0.09738869371823788	0.0	0.0	0.0	0.0
9	0.929151331300454	0.17306789026024177	0.058475540386803186	0.0058703071672354945	0.00022753128555176336	0.00022753128555176336
10	0.9359380279615443	0.055680728454151375	0.0005892751915144372	0.0002946375957572186	0.0002946375957572186	0.0002946375957572186
11	0.9714220393628689	0.23473948993265917	0.11070806732443413	0.006674405107370864	7.254788160185723e-05	7.254788160185723e-05
12	0.9367340116696047	0.15622095323233778	0.0	0.0	0.0	0.0
13	0.9586520693349618	0.20376762654676397	0.07500707613925842	0.006580809510331164	0.002759694310784036	0.0022643645626945937
14	0.9695631012266114	0.1783316048989862	0.022634188402672988	0.008406984263849967	0.004311273981461522	0.0006466910972192282
