	auROC	auPRC	recallAtFDR50	recallAtFDR25	recallAtFDR10	recallAtFDR05
0	0.9584869357241655	0.2634730341000314	0.1913633894622488	0.06583378598587725	0.00010863661053775122	0.00010863661053775122
