	pos	neg	amb	pos%	neg%	amb%		auROC	auPRC	recallAtFDR50	recallAtFDR25	recallAtFDR10	recallAtFDR05
ENCSR000BGQ	18410.0	4845358.0		0.003785131198692043	0.9962148688013079		0	0.9603973222873357	0.2160255439065805	0.1267246061922868	0.02313959804454101	5.431830526887561e-05	5.431830526887561e-05
