	auROC	auPRC	recall@50%FDR	recall@25%FDR	recall@10%FDR
0	0.9903574001540336	0.6836877341160955	0.7122370936902486	0.5573613766730402	0.4340344168260038
1	0.9942378175454503	0.7920460952251399	0.8370188370188371	0.7362817362817363	0.6027846027846028
2	0.9847578354445776	0.7634600888433896	0.8052845528455285	0.6601626016260163	0.5199186991869919
3	0.9859121750682478	0.7216031390077555	0.7683397683397684	0.6034197462768891	0.4578047435190292
4	0.9901813905746704	0.7078910133032476	0.7592319054652881	0.6233382570162481	0.4564254062038405
5	0.9700836032743887	0.5104720999571861	0.4983221476510067	0.35067114093959734	0.17114093959731544
6	0.9869499746110282	0.6661817554402143	0.6883534136546184	0.5429718875502008	0.41204819277108434
7	0.9880934196501883	0.6902917087724586	0.7390417940876657	0.5626911314984709	0.41284403669724773
8	0.9839738224792856	0.6566914635894964	0.7058242843040474	0.5419545903257651	0.36525172754195456
9	0.9931356028607322	0.7182523804330438	0.7732558139534884	0.622093023255814	0.4127906976744186
10	0.9919282774326531	0.7126412101106986	0.7534516765285996	0.596646942800789	0.4349112426035503
11	0.9819216732701184	0.7488832347848179	0.7989985693848355	0.6759656652360515	0.4907010014306152
12	0.9925744702269963	0.7212169710657389	0.7790834312573442	0.6051703877790834	0.44535840188014103
13	0.9962939467144177	0.741074266327683	0.7984189723320159	0.6337285902503293	0.40843214756258234
14	0.9874069164383842	0.7097003059716596	0.7698237885462555	0.6068281938325991	0.41519823788546256
15	0.9968735393653291	0.8205352846013588	0.9100817438692098	0.7901907356948229	0.49591280653950953
16	0.9866267610712156	0.6938033907083375	0.7306859205776173	0.5768953068592058	0.4043321299638989
17	0.9778927618013555	0.7083489473479196	0.7383654937570943	0.6010215664018161	0.4642451759364359
18	0.992823022089103	0.7286699114251557	0.7723785166240409	0.6470588235294118	0.4411764705882353
19	0.9877903068893916	0.7186190020588834	0.7650389242745931	0.613588110403397	0.4720452937013447
20	0.9720049033902725	0.7653083452535989	0.8146313028271641	0.6828912853395511	0.5278344505974935
21	0.9960898445385049	0.7635535542112184	0.8393574297188755	0.6720214190093708	0.48326639892904955
22	0.9896241616372276	0.8032120607206356	0.9113924050632911	0.7443037974683544	0.5417721518987342
23	0.9798827590302591	0.6883924415274177	0.7130044843049327	0.5874439461883408	0.43996013951170904
24	0.9902154252272712	0.750724062771604	0.8031716417910447	0.6613805970149254	0.49533582089552236
25	0.988670030468661	0.7096979052407878	0.7608370702541106	0.6263079222720478	0.48056801195814647
26	0.9910441731562805	0.7361469683481984	0.7745664739884393	0.6069364161849711	0.5028901734104047
27	0.9898764628213954	0.6911346104755652	0.7213883677298312	0.5787992495309568	0.4596622889305816
28	0.9836967641138818	0.7489862428844554	0.7939441604404247	0.6441211167911916	0.4848604011010617
29	0.9923670676710118	0.743625485318822	0.7809096732863549	0.6489429852658553	0.4983984625240231
30	0.9914911630457972	0.7629787623220553	0.8175853018372703	0.6863517060367454	0.47506561679790027
31	0.9905647307556817	0.784287148663775	0.8452115812917594	0.7082405345211581	0.5712694877505567
32	0.9875207652034197	0.6823379053001877	0.7150928167877321	0.5633575464083939	0.4180790960451977
33	0.9998594376051729	0.6373850112544232	0.8301886792452831	0.2830188679245283	0.07547169811320754
34	0.9891292257772865	0.7003947444207466	0.7339449541284404	0.5981651376146789	0.43486238532110094
35	0.9909934401722642	0.732655899909112	0.7882011605415861	0.6247582205029013	0.43907156673114117
36	0.9975190924459534	0.7595517091865822	0.8248914616497829	0.6541244573082489	0.45296671490593343
37	0.994286718710546	0.7437413946382331	0.8186528497409327	0.6597582037996546	0.48186528497409326
38	0.9912046638342593	0.7633015124144255	0.8054733727810651	0.6974852071005917	0.5436390532544378
39	0.9937561518992388	0.7287494019085156	0.7837259100642399	0.6263383297644539	0.4400428265524625
40	0.9937416684809512	0.7110591245168881	0.7567049808429118	0.5775862068965517	0.4061302681992337
41	0.986729112115263	0.7219190396697284	0.7785630153121319	0.6301531213191991	0.4617196702002356
42	0.9839112322469523	0.7556090925666333	0.8001651527663088	0.6556564822460776	0.5074318744838976
43	0.9966833996906804	0.7491991446667371	0.8054474708171206	0.6614785992217899	0.5084306095979247
44	0.9973660076989721	0.7428209515895485	0.8032128514056225	0.6345381526104418	0.4069611780455154
45	0.9869404479223943	0.6775962951755564	0.7366296670030272	0.5580221997981837	0.36629667003027244
46	0.9973374514835045	0.7956097273806043	0.8391393442622951	0.7233606557377049	0.576844262295082
47	0.9780902655307675	0.773958020349807	0.8207142857142857	0.6957142857142857	0.5403571428571429
48	0.9876625693470961	0.7247902947530185	0.7707979626485568	0.6536502546689303	0.5025466893039049
49	0.9928300068772307	0.7352506040652891	0.7849017580144778	0.6494312306101344	0.47983453981385726
