	pos	neg	amb	pos%	neg%	amb%		auROC	auPRC	recallAtFDR50	recallAtFDR25	recallAtFDR10	recallAtFDR05
ENCSR000BLP	25031.0	4620326.0	218411.0	0.005146421457602419	0.9499478593551337	0.04490571918726387	0	0.9272989743979392	0.22983880030207815	0.15336982142143743	0.00235707722424194	0.0011186129199792258	0.0009987615356957373
