	pos	neg	amb	pos%	neg%	amb%		auROC	auPRC	recallAtFDR50	recallAtFDR25	recallAtFDR10	recallAtFDR05
ENCSR888XZK	556.0	4627499.0	235713.0	0.00011431466303491449	0.9514226418694313	0.048463043467533815	0	0.9333859535240884	0.018079264880321938	0.0	0.0	0.0	0.0
ENCSR000EVF	2001.0	4861767.0		0.0004114094257785322	0.9995885905742214		1	0.9409155153874613	0.022160721592656467	0.0	0.0	0.0	0.0
ENCSR000EVQ	3779.0	4859989.0		0.0007769696251959386	0.9992230303748041		2	0.8956773030898395	0.02122946003423207	0.0	0.0	0.0	0.0
ENCSR000EUY	6334.0	4857434.0		0.0013022825101855187	0.9986977174898145		3	0.9156120902669784	0.03808332074629515	0.0	0.0	0.0	0.0
ENCSR000EXL	13668.0	4443036.0	407064.0	0.002810166932304337	0.9134966963884791	0.0836931366792166	4	0.9162211203836073	0.11263592687823239	0.0	0.0	0.0	0.0
ENCSR000EWT	8955.0	4854813.0		0.0018411651213626967	0.9981588348786373		5	0.8888154218966049	0.03023850431362527	0.0	0.0	0.0	0.0
ENCSR000EVE	11431.0	4852337.0		0.002350235455309546	0.9976497645446905		6	0.9205449477391734	0.06689704554661113	0.0	0.0	0.0	0.0
