	pos	neg	amb	pos%	neg%	amb%		auROC	auPRC	recallAtFDR50	recallAtFDR25	recallAtFDR10	recallAtFDR05
ENCSR000EYV	1500.0	4862268.0		0.00030840286789994917	0.9996915971321001		0	0.9205604333889731	0.02859505528150035	0.0026666666666666666	0.0006666666666666666	0.0006666666666666666	0.0006666666666666666
ENCSR000DYS	3394.0	4616388.0	243986.0	0.0006978128891016183	0.9491381990259404	0.050163988084958	1	0.9273257036544493	0.042497453401289936	0.0002946375957572186	0.0002946375957572186	0.0002946375957572186	0.0002946375957572186
