	pos	neg	amb	pos%	neg%	amb%
ENCSR000EYV	36124.0	3173793.0		0.01125387354252462	0.9887461264574754	
ENCSR000DYS	100674.0	2796432.0	312811.0	0.03136342777710452	0.8711851427934117	0.09745142942948369
ENCSR000EAG	288707.0	2921210.0		0.0899422009977205	0.9100577990022795	
ENCSR000BGQ	283256.0	2926661.0		0.08824402624740764	0.9117559737525923	
ENCSR332EYT	174757.0	2697205.0	337955.0	0.05444284073388814	0.8402725054884597	0.1052846537776522
