	pos	neg	amb	pos%	neg%	amb%		auROC	auPRC	recallAtFDR50	recallAtFDR25	recallAtFDR10	recallAtFDR05
Merged	4096.0	4616118.0	243554.0	0.0008421454312787946	0.9490826865097184	0.05007516805900281	0	0.9512420155595807	0.08265845619108866	0.0009765625	0.000732421875	0.000732421875	0.000732421875
ENCSR000EAG	10269.0	4853499.0		0.002111326033643052	0.9978886739663569		0	0.94730149799364	0.10218420812237855	0.0017528483786152498	0.0	0.0	0.0
ENCSR000BGQ	18410.0	4845358.0		0.003785131198692043	0.9962148688013079		0	0.9652529943441691	0.2775663594826112	0.20749592612710482	0.06404128191200434	0.00010863661053775122	0.00010863661053775122
ENCSR332EYT	4856.0	4513509.0	345403.0	0.0009984028843481021	0.9279860799281545	0.07101551718749743	0	0.9545544791194348	0.15110187113967716	0.0	0.0	0.0	0.0
