	pos	neg	amb	pos%	neg%	amb%		auROC	auPRC	recallAtFDR50	recallAtFDR25	recallAtFDR10	recallAtFDR05
ENCSR000EYV	1500.0	4862268.0		0.00030840286789994917	0.9996915971321001		0	0.9592557780306094	0.03709490685824235	0.0013333333333333333	0.0006666666666666666	0.0006666666666666666	0.0006666666666666666
ENCSR000DYS	3394.0	4616388.0	243986.0	0.0006978128891016183	0.9491381990259404	0.050163988084958	1	0.9548049068044414	0.053467723171269056	0.0008839127872716559	0.0002946375957572186	0.0002946375957572186	0.0002946375957572186
ENCSR000EAG	10269.0	4853499.0		0.002111326033643052	0.9978886739663569		2	0.9324818274509423	0.06575598507756054	0.0009738046547862498	0.00029214139643587495	0.00029214139643587495	0.00029214139643587495
ENCSR000BGQ	18410.0	4845358.0		0.003785131198692043	0.9962148688013079		3	0.9692591192629518	0.22911694775655114	0.1068984247691472	0.01374253123302553	0.00032590983161325367	0.00032590983161325367
ENCSR332EYT	4856.0	4513509.0	345403.0	0.0009984028843481021	0.9279860799281545	0.07101551718749743	4	0.9613104420670096	0.1505865854394311	0.0	0.0	0.0	0.0
ENCSR000DKV	15516.0	4848252.0		0.003190119265557074	0.9968098807344429		5	0.9926310460232083	0.6516017098467544	0.6872905387986594	0.5065738592420727	0.32308584686774944	0.164282031451405
ENCSR000DRZ	15230.0	4708471.0	140067.0	0.0031313171187441506	0.9680706398824944	0.028798042998761455	6	0.9883969961953427	0.6377067988383812	0.6601444517399868	0.5125410374261327	0.35036112934996716	0.145370978332239
ENCSR000DZN	14054.0	4713387.0	136327.0	0.0028895292703105904	0.9690813788815585	0.028029091848130915	7	0.9920175995852204	0.6704154624306655	0.710900811156966	0.5635406290024192	0.3740572079123381	0.045538636687064184
ENCSR000AKB	19963.0	4610971.0	232834.0	0.004104430967924457	0.9480244534689977	0.04787111556307785	8	0.9817818006957695	0.5810975071722388	0.5863347192305766	0.4199769573711366	0.29008666032159497	0.16735961528828333
