	pos	neg	amb	pos%	neg%	amb%		auROC	auPRC	recallAtFDR50	recallAtFDR25	recallAtFDR10	recallAtFDR05
ENCSR000EAG	10269.0	4853499.0		0.002111326033643052	0.9978886739663569		0	0.9202395155350346	0.0766605519961478	0.00019476093095724997	0.0	0.0	0.0
