	pos	neg	amb	pos%	neg%	amb%		auROC	auPRC	recall@50%FDR	recall@25%FDR	recall@10%FDR
ENCSR000DWH	1213.0	230990.0	10986.0	0.004987890077265008	0.9498373692889069	0.04517474063382801	53	0.9916793220278732	0.7046454983650225	0.7716405605935697	0.572959604286892	0.40807914262159933
ENCSR000DWY	729.0	242094.0	366.0	0.002997668480071056	0.9954973292377534	0.0015050022821755918	54	0.9943550704828311	0.6607785339186304	0.700960219478738	0.4993141289437586	0.33058984910836764
ENCSR000DZN	672.0	235582.0	6935.0	0.0027632828787486274	0.9687198022936893	0.028516914827562103	55	0.9955263403380725	0.77563119667252	0.8348214285714286	0.7113095238095238	0.5
ENCSR000BNH	945.0	233791.0	8453.0	0.0038858665482402574	0.961355159978453	0.03475897347330677	56	0.9942114400147429	0.751301926227071	0.8116402116402116	0.656084656084656	0.4973544973544973
ENCSR000EGM	959.0	233195.0	9035.0	0.0039434349415475205	0.9589043912348009	0.03715217382365156	57	0.9890880548331638	0.6942516831534601	0.7455683003128258	0.5735140771637122	0.42022940563086547
ENCSR812FNU	1732.0	225384.0	16073.0	0.007122032657727118	0.9267853397974415	0.06609262754483139	58	0.9846331877916294	0.7372388830319274	0.7811778290993071	0.648960739030023	0.48441108545034645
ENCSR000DQD	1166.0	231998.0	10025.0	0.004794624756876339	0.9539822936070299	0.041223081636093735	59	0.9876079031674388	0.6633894572984473	0.6946826758147513	0.5403087478559176	0.39622641509433965
ENCSR000DLG	424.0	233614.0	9151.0	0.001743499911591396	0.9606273310059255	0.03762916908248317	60	0.9957405446752917	0.7894068720344637	0.8514150943396226	0.7287735849056604	0.5259433962264151
ENCSR822CEA	1459.0	223668.0	18062.0	0.0059994489882354875	0.9197290995892083	0.07427145142255612	61	0.9850979622531941	0.7289594413065897	0.7786154900616861	0.6449623029472241	0.45030843043180263
ENCSR000DNC	755.0	239179.0	3255.0	0.00310458121049883	0.9835107673455625	0.013384651443938664	62	0.9939643198315076	0.670883243634789	0.7589403973509934	0.5682119205298013	0.11920529801324503
ENCSR611JJS	1560.0	226174.0	15455.0	0.006414763825666457	0.9300338419912085	0.06355139418312505	63	0.9907054598082302	0.7337822015760441	0.7782051282051282	0.6314102564102564	0.48525641025641025
ENCSR125DKL	2065.0	223676.0	17448.0	0.008491338012821304	0.9197619958139553	0.0717466661732233	64	0.9833003554908437	0.6787018378516814	0.6847457627118644	0.5525423728813559	0.4188861985472155
ENCSR000DXQ	854.0	237217.0	5118.0	0.0035116719917430476	0.9754429682263589	0.02104535978189803	65	0.9949385713980655	0.736165521393338	0.7915690866510539	0.6510538641686182	0.4707259953161593
ENCSR000DUB	653.0	239275.0	3261.0	0.0026851543449744847	0.9839055220425266	0.01340932361249892	66	0.9975161503540158	0.7695425100257441	0.8346094946401225	0.6799387442572741	0.4869831546707504
ENCSR000DSU	869.0	231322.0	10998.0	0.0035733524131436865	0.9512025626159077	0.04522408497094852	67	0.9939599684642461	0.7314590953212742	0.7859608745684695	0.6317606444188723	0.43498273878020716
ENCSR000DMO	964.0	236236.0	5989.0	0.0039639950820144	0.9714090686667571	0.024626936251228467	68	0.9938827084723421	0.6583627838464026	0.7116182572614108	0.5197095435684648	0.2697095435684647
ENCSR756ZKG	1393.0	227299.0	14497.0	0.005728055134072676	0.9346598735962565	0.05961207126967091	69	0.988353731376851	0.7069292118349833	0.7537688442211056	0.6180904522613065	0.4357501794687724
ENCSR000DUX	879.0	229827.0	12483.0	0.0036144726940774458	0.9450550806163107	0.051330446689611786	70	0.9918317152566846	0.7379641500534289	0.7940841865756542	0.6325369738339022	0.4869169510807736
ENCSR000DTW	953.0	237284.0	4952.0	0.0039187627729872655	0.9757184741086151	0.020362763118397624	71	0.9961585983549087	0.7687612407801135	0.8352570828961176	0.6799580272822665	0.5068205666316894
ENCSR036EGV	1961.0	225822.0	15406.0	0.008063687091110206	0.9285864081023402	0.06334990480654965	72	0.9769341872115087	0.671440223475075	0.7052524222335543	0.5614482406935237	0.40846506884242734
ENCSR000DKR	493.0	233771.0	8925.0	0.0020272298500343356	0.9612729194165854	0.03669985073338021	73	0.9969370000215967	0.7927457387397067	0.8580121703853956	0.7667342799188641	0.563894523326572
ENCSR000DKZ	502.0	234088.0	8599.0	0.0020642381028747186	0.9625764323221856	0.03535932957493965	74	0.9844694774437672	0.7366784019765887	0.8167330677290837	0.6673306772908366	0.4541832669322709
ENCSR000DVQ	1005.0	230687.0	11497.0	0.004132588233842814	0.9485914247766141	0.04727598698954311	75	0.9890318658175397	0.6891353334358801	0.7303482587064677	0.5751243781094527	0.3781094527363184
ENCSR000DUP	295.0	239982.0	2912.0	0.0012130482875459005	0.9868127259045434	0.011974225807910719	76	0.9995448669949681	0.8357526179251581	0.9254237288135593	0.8101694915254237	0.6474576271186441
ENCSR000DTI	1105.0	226291.0	15793.0	0.004543791043180407	0.9305149492781335	0.06494125967868612	77	0.9915752593500169	0.7133202029524871	0.7755656108597285	0.5846153846153846	0.4117647058823529
ENCSR000DXW	1014.0	234468.0	7707.0	0.004169596486683197	0.9641390029976685	0.031691400515648324	78	0.9936011042363426	0.7201978969592637	0.7662721893491125	0.621301775147929	0.4368836291913215
ENCSR000DLW	714.0	242475.0		0.0029359880586704167	0.9970640119413295		79	0.9966381009564358	0.7348871635574482	0.8025210084033614	0.6484593837535014	0.4117647058823529
ENCSR000DMR	1440.0	234189.0	7560.0	0.005921320454461345	0.9629917471596166	0.03108693238592206	80	0.9925834460746568	0.6945101991540163	0.7333333333333333	0.5625	0.36180555555555555
ENCSR000DWE	803.0	241878.0	508.0	0.003301958558980875	0.9946091311695842	0.0020889102714349746	81	0.9961803351209331	0.742992002238583	0.8057285180572852	0.6251556662515566	0.45080946450809467
ENCSR000DMA	864.0	242325.0		0.003552792272676807	0.9964472077273232		82	0.9963072100523096	0.7410205082768337	0.8055555555555556	0.6168981481481481	0.46875
ENCSR000DRU	765.0	234799.0	7625.0	0.0031457014914325894	0.965500084296576	0.0313542142119915	83	0.9945865420644725	0.7578562453927102	0.8261437908496732	0.6679738562091503	0.5124183006535947
ENCSR000DVA	856.0	230636.0	11697.0	0.0035198960479297992	0.9483817113438519	0.0480983926082183	84	0.9888104594925078	0.7071566852224505	0.7605140186915887	0.6226635514018691	0.40420560747663553
ENCSR125NBL	1625.0	226625.0	14939.0	0.006682045651735893	0.931888366661321	0.06142958768694308	85	0.9920590171835886	0.7733072123089648	0.8221538461538461	0.6818461538461539	0.5335384615384615
ENCSR000BPJ	802.0	234245.0	8142.0	0.003297846530887499	0.9632220207328457	0.033480132736266856	86	0.9945373550903632	0.7072433138280486	0.7793017456359103	0.6122194513715711	0.4002493765586035
ENCSR027HML	2405.0	222559.0	18225.0	0.009889427564569122	0.9151688604336545	0.07494171200177639	87	0.9804012370603701	0.6915601386060823	0.7272349272349272	0.5754677754677755	0.4307692307692308
ENCSR000DPS	764.0	230781.0	11644.0	0.0031415894633392135	0.9489779554173914	0.047880455119269374	88	0.9960551946405707	0.7476997398121229	0.8010471204188482	0.6609947643979057	0.4594240837696335
ENCSR000DPG	771.0	236551.0	5867.0	0.003170373659992845	0.9727043575161706	0.024125268823836605	89	0.9926529802165985	0.71901495368591	0.7704280155642024	0.6251621271076524	0.437094682230869
ENCSR196HOM	3482.0	222445.0	17262.0	0.014318081821135002	0.9147000892310096	0.07098182894785537	90	0.9783981645993228	0.735781264780115	0.7731188971855255	0.6177484204480184	0.4876507754164273
ENCSR541AMF	1828.0	225363.0	15998.0	0.007516787354691207	0.9266989872074806	0.06578422543782819	91	0.9907120426795802	0.7669559463449043	0.8161925601750547	0.6717724288840262	0.5185995623632386
ENCSR000DUH	745.0	241994.0	450.0	0.003063460929565071	0.9950861264284158	0.0018504126420191703	92	0.9962738634653596	0.714739621875417	0.7798657718120805	0.5610738255033557	0.3718120805369127
ENCSR000DKN	887.0	234424.0	7878.0	0.0036473689188244534	0.96395807376156	0.03239455731961561	93	0.9928510086330817	0.7393789415376633	0.7857948139797069	0.6662908680947013	0.5107102593010147
ENCSR673WZL	1005.0	228762.0	13422.0	0.004132588233842814	0.9406757706968654	0.05519164106929179	94	0.9921746192495091	0.783481924978227	0.8338308457711443	0.7203980099502487	0.5940298507462687
ENCSR000AUV	1337.0	222897.0	18955.0	0.0054977815608436235	0.9165587259292155	0.07794349250994083	95	0.9856385498299037	0.697657308900345	0.7382198952879581	0.5953627524308153	0.406133133881825
ENCSR000DMY	668.0	233736.0	8785.0	0.002746834766375124	0.9611289984333173	0.036124166800307576	96	0.9956811304232074	0.7843423901448751	0.8413173652694611	0.7050898203592815	0.5269461077844312
ENCSR430YRJ	1431.0	219911.0	21847.0	0.005884312201620961	0.904280210042395	0.08983547775598402	97	0.9816717592071051	0.7390558778820492	0.7791754018169113	0.6401118099231307	0.4689028651292802
ENCSR084RDK	1603.0	223345.0	18241.0	0.006591581033681622	0.918400914515048	0.07500750445127041	98	0.9872381570033812	0.7066965310718898	0.74235807860262	0.6101060511540861	0.479101684341859
ENCSR000DPV	931.0	230953.0	11305.0	0.0038282981549329943	0.9496852242494521	0.04648647759561493	99	0.9878474560293753	0.651577179876819	0.6756176154672395	0.5316863587540279	0.3673469387755102
ENCSR000DUM	991.0	226036.0	16162.0	0.004075019840535551	0.9294663821143226	0.06645859804514184	100	0.993130296935814	0.7285093247721128	0.7941473259334006	0.62058526740666	0.42179616548940463
ENCSR000DYB	716.0	228582.0	13891.0	0.002944212114857169	0.9399356056400577	0.0571201822450851	101	0.9919341898209554	0.7369175482185089	0.8226256983240223	0.6662011173184358	0.3854748603351955
ENCSR000DWQ	1040.0	227978.0	14171.0	0.004276509217110971	0.9374519406716587	0.05827155011123036	102	0.9818275270488313	0.6435672087369204	0.676923076923077	0.525	0.3346153846153846
ENCSR000AHD	1035.0	231905.0	10249.0	0.0042559490766440914	0.953599874994346	0.042144175929009944	103	0.9921827268308164	0.736569230800253	0.8009661835748793	0.6454106280193237	0.4599033816425121
ENCSR932ZMX	1381.0	234879.0	6929.0	0.005678710796952165	0.965829046544046	0.028492242659001847	104	0.9941477300748556	0.7600701984358865	0.8196958725561188	0.6574945691527878	0.4699493120926865
ENCSR240PRQ	1502.0	225818.0	15869.0	0.006176266196250653	0.9285699599899666	0.0652537738137827	105	0.9871290743677618	0.7022267465797366	0.7490013315579228	0.5878828229027963	0.42942743009320905
ENCSR000AKB	987.0	230477.0	11725.0	0.004058571728162047	0.9477278988770051	0.048213529394832824	106	0.9918181204383759	0.75627699096485	0.8196555217831814	0.6788247213779128	0.49341438703140833
ENCSR000EIC	965.0	231392.0	10832.0	0.003968107110107776	0.9514904045824442	0.04454148830744812	107	0.9927457154106921	0.7144260465024389	0.778238341968912	0.6062176165803109	0.43316062176165804
ENCSR000AKO	1333.0	241856.0		0.00548133344847012	0.9945186665515299		108	0.9895258751799288	0.6176572260691622	0.63615903975994	0.4118529632408102	0.24681170292573143
ENCSR000BLX	708.0	236727.0	5754.0	0.002911315890110161	0.9734280744606048	0.023660609649285125	109	0.9952091378996508	0.7724573403040127	0.8305084745762712	0.690677966101695	0.4929378531073446
ENCSR000DML	814.0	242046.0	329.0	0.0033471908680080104	0.9952999518892713	0.0013528572427206824	110	0.9946193929145517	0.6691288559486139	0.7100737100737101	0.5221130221130221	0.2985257985257985
ENCSR000APM	960.0	231452.0	10777.0	0.003947546969640897	0.9517371262680466	0.04431532676231244	111	0.9860269061367656	0.6788364690724076	0.715625	0.5760416666666667	0.39479166666666665
ENCSR856JJB	3538.0	221775.0	17876.0	0.014548355394364054	0.9119450304084478	0.0735066141971882	112	0.9758987520326998	0.7477696865402216	0.7874505370265686	0.6512153759185981	0.5019785189372526
ENCSR000BNO	456.0	235920.0	6813.0	0.0018750848105794258	0.9701096677892503	0.028015247400170237	113	0.997629167707757	0.695220946130724	0.8267543859649122	0.5723684210526315	0.021929824561403508
ENCSR402IDP	1148.0	223502.0	18539.0	0.004720608251195572	0.919046502925708	0.07623288882309644	114	0.9880942455534466	0.7271616632486223	0.7700348432055749	0.6376306620209059	0.4799651567944251
ENCSR000DKP	510.0	234699.0	7980.0	0.0020971343276217263	0.9650888814872384	0.03281398418513995	115	0.9955899792884487	0.7761089094606884	0.8431372549019608	0.7196078431372549	0.5431372549019607
ENCSR066BZZ	2395.0	226151.0	14643.0	0.009848307283635362	0.9299392653450609	0.0602124273713038	116	0.9881492420923818	0.7568186158617821	0.8	0.6747390396659708	0.508141962421712
ENCSR000DVI	1019.0	231747.0	10423.0	0.004190156627150077	0.9529501745555926	0.04285966881725736	117	0.9897237306090196	0.7170335076905953	0.76153091265947	0.6005888125613347	0.4622178606476938
ENCSR000AOO	727.0	231693.0	10769.0	0.002989444423884304	0.9527281250385503	0.044282430537565434	118	0.9920417623731341	0.7282813472928784	0.781292984869326	0.6423658872077029	0.4594222833562586
ENCSR000ANO	881.0	233685.0	8623.0	0.003622696750264198	0.9609192850005551	0.03545801824918068	119	0.993531174772097	0.7239884403962106	0.7900113507377979	0.6276958002270148	0.42905788876276957
ENCSR000DPF	1050.0	233037.0	9102.0	0.00431762949804473	0.9582546907960475	0.03742767970590775	120	0.9919706128824424	0.7182328479838178	0.7676190476190476	0.6142857142857143	0.4714285714285714
ENCSR000DRB	904.0	238856.0	3429.0	0.0037172733964118444	0.9821825822714021	0.014100144332186077	121	0.9915244783319666	0.7117880344413066	0.7654867256637168	0.588495575221239	0.4280973451327434
ENCSR000DLB	737.0	234164.0	8288.0	0.003030564704818063	0.9628889464572822	0.03408048883789974	122	0.9917296421251297	0.7565174459488386	0.7991858887381276	0.6852103120759837	0.5156037991858887
ENCSR000DMV	959.0	242230.0		0.0039434349415475205	0.9960565650584525		123	0.9919693392860749	0.6053881726181921	0.6465067778936392	0.4337851929092805	0.15954118873826903
ENCSR000DPY	784.0	235569.0	6836.0	0.003223830025206732	0.9686663459284753	0.028109824046317886	124	0.9872880658000374	0.6769252854450967	0.7155612244897959	0.5752551020408163	0.4017857142857143
ENCSR000DRR	739.0	236214.0	6236.0	0.0030387887610048153	0.9713186040487028	0.025642607190292325	125	0.9969737539775663	0.7775547467884352	0.8403247631935047	0.6955345060893099	0.5453315290933695
ENCSR359LOD	1896.0	224723.0	16570.0	0.007796405265040771	0.92406728922772	0.06813630550723923	126	0.9874060214327434	0.7225479521873185	0.7790084388185654	0.6218354430379747	0.4578059071729958
ENCSR000ATN	1034.0	227763.0	14392.0	0.004251837048550716	0.9365678546315829	0.05918030831986644	127	0.9890373826008069	0.7046069693843097	0.7485493230174082	0.6102514506769826	0.43520309477756286
ENCSR000DND	506.0	241185.0	1498.0	0.0020806862152482225	0.9917594957008746	0.006159818083877149	128	0.9985895808746029	0.8059471178791259	0.8754940711462451	0.7628458498023716	0.5731225296442688
