	pos	neg	amb	pos%	neg%	amb%
ENCSR000DTL	1303863.0	7635102.0	1515257.0	0.12472118919992324	0.7303367003302589	0.14494211046981784
ENCSR000DML	886711.0	9236042.0	331469.0	0.08481845899197472	0.8834748295951627	0.031706711412862666
ENCSR402IDP	1292831.0	7236067.0	1925324.0	0.12366592176825784	0.6921669541741127	0.18416712405762953
ENCSR000DQN	912295.0	8393824.0	1148103.0	0.08726569992487246	0.8029123544535404	0.10982194562158715
ENCSR196HOM	3568842.0	4544358.0	2341022.0	0.34137805759242534	0.43469117070595975	0.2239307717016149
ENCSR619IUE	1056027.0	8109020.0	1289175.0	0.10101440355867707	0.7756693898407744	0.12331620660054857
ENCSR000DKZ	561682.0	8945992.0	946548.0	0.053727766638206075	0.8557300581525819	0.09054217520921212
ENCSR822CEA	1648550.0	6205980.0	2599692.0	0.15769227016606305	0.5936338447758236	0.24867388505811336
ENCSR000DVQ	1131117.0	7859870.0	1463235.0	0.10819714752565997	0.751836913354241	0.13996593912009903
ENCSR000DYD	907768.0	8306366.0	1240088.0	0.08683266913597205	0.7945465477966701	0.11862078306735786
ENCSR756ZKG	1569872.0	6744425.0	2139925.0	0.15016631558044205	0.645138873079221	0.20469481134033696
ENCSR000DXD	1449316.0	7356618.0	1648288.0	0.13863451531830873	0.703698276160579	0.15766720852111232
ENCSR000DPV	1002749.0	8258207.0	1193266.0	0.09591808936140825	0.7899398922272743	0.11414201841131745
ENCSR000EIC	1018920.0	8096114.0	1339188.0	0.09746492852361467	0.7744348646891179	0.12810020678726738
ENCSR932ZMX	1350493.0	7977414.0	1126315.0	0.1291815880703509	0.7630806003545745	0.10773781157507464
ENCSR785YRL	757361.0	8145149.0	1551712.0	0.07244546748672451	0.7791253141553719	0.14842921835790363
ENCSR066BZZ	2569433.0	5611181.0	2273608.0	0.24577945637657206	0.5367382670848199	0.21748227653860805
ENCSR611JJS	1727694.0	6367084.0	2359444.0	0.1652628000438483	0.6090442693870477	0.22569293056910406
ENCSR000DUX	984922.0	7766160.0	1703140.0	0.09421284529829192	0.7428730708033559	0.16291408389835227
ENCSR000DNI	676302.0	8629385.0	1148535.0	0.06469175802847883	0.8254449733323054	0.1098632686392158
ENCSR000DWE	952341.0	9061893.0	439988.0	0.09109630539699655	0.8668165837687396	0.0420871108342639
ENCSR000DXI	957154.0	8249934.0	1247134.0	0.09155669355404926	0.7891485373086586	0.11929476913729209
ENCSR000DRZ	856507.0	8399299.0	1198416.0	0.08192929134277041	0.8034360663089037	0.11463464234832588
ENCSR000DMS	1077106.0	8356424.0	1020692.0	0.10303071811560918	0.7993348524643918	0.09763442941999892
ENCSR000AUV	1552471.0	6996931.0	1904820.0	0.14850182060415398	0.6692923681934437	0.18220581120240226
ENCSR430YRJ	1560886.0	6400353.0	2492983.0	0.1493067585517124	0.612226620020122	0.23846662142816558
ENCSR000DMF	900474.0	8546197.0	1007551.0	0.0861349605929547	0.8174876140950518	0.09637742531199357
ENCSR000DLB	816231.0	8560269.0	1077722.0	0.0780766851899644	0.8188336731322522	0.10308964167778338
ENCSR000DKR	573817.0	8593323.0	1287082.0	0.05488854168201134	0.8219954579116456	0.123116000406343
ENCSR000DVI	1115916.0	8051376.0	1286930.0	0.10674309384285124	0.7701554453310825	0.12310146082606625
ENCSR125DKL	2241282.0	6091503.0	2121437.0	0.2143901286963296	0.582683532069627	0.20292633923404343
ENCSR254YRM	759683.0	8475937.0	1218602.0	0.0726675787064786	0.8107668844223893	0.11656553687113207
ENCSR460LGH	3472156.0	5410654.0	1571412.0	0.33212954536454264	0.5175568301495798	0.15031362448587757
ENCSR000DLW	763612.0	9690610.0		0.07304340772560598	0.926956592274394	
ENCSR857PBV	2958969.0	5298736.0	2196517.0	0.2830405744205547	0.506851298929753	0.21010812664969233
ENCSR000AHD	1083651.0	8139583.0	1230988.0	0.10365678096371016	0.7785928976828692	0.11775032135342066
ENCSR203QEB	2810191.0	5683922.0	1960109.0	0.2688091949836152	0.5436963171434469	0.18749448787293785
ENCSR000APM	1053600.0	7910668.0	1489954.0	0.100782248549916	0.7566960028206786	0.14252174862940542
ENCSR084RDK	1770044.0	5917734.0	2766444.0	0.1693137949433253	0.5660616351938959	0.2646245698627789
ENCSR000AKB	1110735.0	7741783.0	1601704.0	0.10624750459670744	0.7405412856164715	0.15321120978682107
ENCSR359LOD	2012137.0	5975909.0	2466176.0	0.19247123315345704	0.571626372579423	0.23590239426712
ENCSR000DWY	849216.0	9311580.0	293426.0	0.08123186976515326	0.8907004270619086	0.028067703172938167
ENCSR000DUH	854458.0	9184018.0	415746.0	0.08173329397443445	0.878498466935177	0.039768239090388555
ENCSR000DTI	1249622.0	7277547.0	1927053.0	0.11953275910919052	0.6961347291075318	0.18433251178327761
ENCSR243INX	1810704.0	6283932.0	2359586.0	0.1732031326673568	0.6010903537345964	0.2257065135980468
ENCSR000DMV	944878.0	9509344.0		0.09038243113643464	0.9096175688635654	
ENCSR000DKV	865442.0	9588780.0		0.08278396995969667	0.9172160300403034	
ENCSR240PRQ	1647929.0	6589878.0	2216415.0	0.15763286832822185	0.6303556591776988	0.21201147249407942
ENCSR000BSE	955168.0	7922317.0	1576737.0	0.09136672245911748	0.7578102894696516	0.15082298807123093
ENCSR000AUE	1620324.0	6055872.0	2778026.0	0.15499230837072334	0.5792752440114626	0.2657324476178141
ENCSR000DZN	795130.0	8354756.0	1304336.0	0.07605826622009748	0.7991752997018812	0.12476643407802131
ENCSR000DRU	847732.0	8373763.0	1232727.0	0.08108991754718811	0.8009934168224092	0.11791666563040272
ENCSR000DWQ	1128053.0	7787461.0	1538708.0	0.10790406019692331	0.7449106207999027	0.14718531900317403
ENCSR000DUB	831120.0	8471915.0	1151187.0	0.07950089447115243	0.8103821594758558	0.1101169460529918
ENCSR000DMY	767347.0	8710479.0	976396.0	0.07340067964885383	0.83320203072022	0.09339728963092615
ENCSR000EFI	874536.0	8316722.0	1262964.0	0.08365385774283347	0.7955371523581574	0.12080898989900922
ENCSR000DPM	1098619.0	7815047.0	1540556.0	0.10508854700043677	0.7475493633098665	0.14736208968969666
ENCSR265ARE	2820081.0	5518652.0	2115489.0	0.2697552242529382	0.5278873932464797	0.20235738250058205
ENCSR817HTJ	2168362.0	6472669.0	1813191.0	0.207414956368824	0.6191440166470542	0.1734410269841218
ENCSR000DQI	1080377.0	7885443.0	1488402.0	0.10334360605695957	0.7542831020806713	0.1423732918623691
ENCSR987GXT	1898690.0	6139766.0	2415766.0	0.18161944523466214	0.5873001357728963	0.23108041899244153
ENCSR000DRB	1032857.0	8683529.0	737836.0	0.09879807411780618	0.8306241248750983	0.0705778010070955
ENCSR000DPS	850611.0	8044207.0	1559404.0	0.08136530867624582	0.7694696936797402	0.14916499764401406
ENCSR000ANO	975277.0	7831881.0	1647064.0	0.0932902515366519	0.749159621825517	0.1575501266378311
ENCSR252QYR	1160188.0	7442096.0	1851938.0	0.11097793790872243	0.7118746856533179	0.17714737643795972
ENCSR000DQW	1072390.0	7908837.0	1472995.0	0.10257960850649622	0.7565208582714238	0.14089953322208004
ENCSR000DRP	1137175.0	8625026.0	692021.0	0.10877662632379531	0.8250280126058162	0.06619536107038859
ENCSR000BLX	747637.0	8783871.0	922714.0	0.0715153169695459	0.8402223522706902	0.08826233075976385
ENCSR000BQE	452254.0	9170795.0	831173.0	0.04326041670054453	0.8772336191062329	0.0795059641932226
ENCSR261VAS	1040894.0	7818781.0	1594547.0	0.09956685442493951	0.747906539577981	0.15252660599707946
ENCSR000DMR	1446304.0	7822742.0	1185176.0	0.13834640205650883	0.7482854295613772	0.11336816838211394
ENCSR000DLG	503047.0	8959405.0	991770.0	0.04811902789131511	0.8570130804568719	0.09486789165181302
ENCSR027HML	2524427.0	5913574.0	2016221.0	0.2414744014427855	0.5656637098389531	0.19286188871826138
ENCSR000BNH	1022192.0	8097612.0	1334418.0	0.09777791212009847	0.7745781560789506	0.12764393180095085
ENCSR125NBL	1800277.0	6421937.0	2232008.0	0.1722057365913982	0.614291240419421	0.21350302298918084
ENCSR000DPG	839044.0	8402894.0	1212284.0	0.08025886574821159	0.8037799465134756	0.11596118773831281
ENCSR000AKO	1556931.0	8897291.0		0.14892844249911663	0.8510715575008834	
ENCSR000DVA	949982.0	8278506.0	1225734.0	0.09087065493730667	0.7918815957801547	0.11724774928253867
ENCSR000ATN	1215369.0	7479633.0	1759220.0	0.11625628382485086	0.7154652923957421	0.16827842377940702
ENCSR812FNU	1987857.0	6469348.0	1997017.0	0.1901487265145125	0.6188263459490339	0.1910249275364537
ENCSR000DNC	833203.0	8454876.0	1166143.0	0.07970014411402399	0.8087522916578584	0.1115475642281176
ENCSR000BPJ	952446.0	8211220.0	1290556.0	0.09110634918600351	0.785445344474223	0.12344830633977354
ENCSR000DQY	62450.0	9721093.0	670679.0	0.005973663080810796	0.9298724477058169	0.06415388921337235
ENCSR000AOO	848598.0	8089556.0	1516068.0	0.08117275489271225	0.7738075583242827	0.145019686783005
ENCSR000DVH	1010099.0	8016110.0	1428013.0	0.09662115459189598	0.7667820713966089	0.13659677401149506
ENCSR072EUE	1506473.0	6390446.0	2557303.0	0.14410187577803493	0.6112789646135313	0.2446191596084338
ENCSR000DPP	1013001.0	8270932.0	1170289.0	0.09689874578902188	0.7911571037997854	0.11194415041119272
ENCSR000DMH	448196.0	9330540.0	675486.0	0.04287224816920857	0.8925140483911668	0.06461370343962468
ENCSR000DNA	793673.0	8191644.0	1468905.0	0.07591889669073414	0.7835727995827906	0.1405083037264753
ENCSR000DPY	844657.0	8561844.0	1047721.0	0.08079577801198405	0.8189843299673567	0.10021989202065922
ENCSR000DXW	1073998.0	8095220.0	1285004.0	0.10273342196100294	0.7743493489998586	0.12291722903913845
ENCSR000DRR	843010.0	8345950.0	1265262.0	0.08063823400727477	0.7983329605971635	0.12102880539556171
ENCSR000DND	579302.0	9156163.0	718757.0	0.055413210088708656	0.8758339931943285	0.06875279671696277
ENCSR560BUE	1483155.0	6178516.0	2792551.0	0.14187138937742091	0.5910067721921344	0.2671218384304447
ENCSR000DUS	1146211.0	7648968.0	1659043.0	0.10964096610919492	0.731663054409979	0.15869597948082603
ENCSR315NAC	1596122.0	6620957.0	2237143.0	0.15267726283218397	0.6333285250686278	0.21399421209918826
ENCSR000DLS	715851.0	9738371.0		0.06847482289930326	0.9315251771006967	
ENCSR000DTO	1149519.0	7980471.0	1324232.0	0.10995739329048111	0.7633730180973773	0.1266695886121416
ENCSR000EGM	1081765.0	8128158.0	1244299.0	0.10347637538211835	0.7775000377837777	0.11902358683410397
ENCSR000DUM	1126930.0	7502622.0	1824670.0	0.10779663948211546	0.7176643082574676	0.17453905226041688
ENCSR303GFI	1656156.0	6980226.0	1817840.0	0.1584198231107011	0.6676944491900019	0.173885727699297
ENCSR673WZL	1311209.0	7051964.0	2091049.0	0.12542387180987738	0.674556557149829	0.20001957104029358
ENCSR000DUU	1104256.0	8090418.0	1259548.0	0.10562775498741082	0.7738900130492733	0.12048223196331588
ENCSR000DKP	609682.0	8770802.0	1073738.0	0.058319213041391316	0.8389722353322897	0.102708551626319
