	pos	neg	amb	pos%	neg%	amb%		auROC	auPRC	recallAtFDR50	recallAtFDR25	recallAtFDR10	recallAtFDR05
ENCSR332EYT	4856.0	4513509.0	345403.0	0.0009984028843481021	0.9279860799281545	0.07101551718749743	0	0.9545544791194348	0.15110187113967716	0.0	0.0	0.0	0.0
