130267	250.632298784
157254	161.351674845
178472	125.982862368
109075	110.922610477
127438	108.397486027
210492	107.828194627
155803	104.702680991
27	102.636006893
31629	100.053750341
123494	99.408429032
1	89.6759575439
3377	85.7861917442
338023	84.0379422698
39177	71.0724203273
71266	69.5909282968
1	66.9085529319
63138	64.6315557863
70397	64.3842455948
421335	64.2419980506
17150	63.7317023976
15928	62.051348291
351084	60.213148748
23473	59.3717876178
11889	57.5812463807
39555	57.4356045345
9130	56.5243266469
71252	56.0523655101
105173	55.2343676208
361	55.1015258198
169408	53.6979555394
96551	53.4178537371
49981	53.071452153
425715	51.4665264186
14052	50.1518775293
950	49.6595998189
27	48.6894854606
9152	46.4553673742
299158	45.1566793008
299160	44.9229855224
69478	43.245327701
187370	42.6627653561
251776	42.3457253013
136047	42.2305508709
30408	41.8658651011
109186	41.7993634625
126583	41.5274585815
28554	41.5267525105
59088	39.3815747067
50017	38.4882565509
968497	38.3845576924
277550	38.1004817634
2	38.0163881117
8842	37.5081944317
411663	37.4041773067
56	37.1718707665
346181	37.1577714339
167871	36.8660226209
99178	36.0571851221
60832	35.318500318
3652	35.1857549788
2	34.9966503701
703653	34.8506145528
175	33.960553512
138191	33.6721578627
425724	33.4710866974
1284004	32.6107894327
7	32.6031390176
261505	32.586103651
249416	32.3547885133
34281	32.1581220501
5090	31.8567002563
71648	31.6161812824
16	31.2818028889
61324	31.0668156546
5	31.0622476458
50442	30.9889646416
9	30.982547131
43903	30.8272406185
60173	30.7022130305
76420	30.6894125374
4	30.6177005252
165794	30.5939052677
33473	30.5742994086
30477	30.2828142488
3	30.241776754
899	30.2177711763
898728	29.9791422566
33030	29.770465327
22131	29.5524960945
366	29.4138018695
91	29.1896621736
277580	28.9938922543
20397	28.9348267674
117114	28.7580076055
33026	28.75175259
76473	28.5144346896
27543	28.2529458002
348712	28.1259836044
72262	28.0547283079
294697	27.9790565928
65407	27.8491153374
58775	27.7566776336
277590	27.7021614469
28229	27.3397825834
14857	27.0487084248
116723	26.9019525811
210	26.4639952126
155164	26.3902462536
49793	26.2683545277
26949	25.8806234246
10	25.7334999205
29044	25.6981111829
113077	25.6673528756
18	25.4195240247
32304	25.002927485
5	24.9768923655
30949	24.8227118257
1595	24.6867184859
133728	24.6087320576
119694	24.1002307715
168244	24.0408613073
12	23.8839365168
103981	23.805048044
14934	23.776245106
45652	23.2626610721
133	23.115562207
167910	22.9805427269
25590	22.7630905729
172017	22.7582916053
71717	22.7070269816
31572	22.6373999034
116766	22.5322591902
3	22.3478886977
122	22.2542088595
60931	22.2274825896
57181	22.1747259401
172077	21.9655063803
82111	21.6150970032
141184	21.3868004769
12470	21.1934115378
148378	21.00553104
88377	20.9588596402
138264	20.9493877927
12391	20.8169352355
1474335	20.7868818503
3953	20.7299048747
4	20.726826091
66284	20.6613743112
52935	20.6251094363
104116	20.4609704378
58610	20.3988986976
232137	20.3181952086
42887	20.2562190131
23442	20.2368420127
59	20.2284057003
2	20.1735650632
71605	20.1159917232
210637	20.1100840486
79397	19.8794880453
31961	19.870061878
131985	19.8470544375
78	19.7318119607
14068	19.3652042262
23744	19.2958550954
41949	19.1523475309
23	19.0395140668
49832	18.9412597731
88299	18.903900842
153975	18.8826468657
80374	18.8680774062
34360	18.7080468317
424	18.6606854875
5361	18.5982765326
72273	18.5871650715
61450	18.5463831314
35	18.308571831
90435	18.28369195
120693	18.2473964911
6	18.2027141568
104112	18.1437149739
24746	18.0844904396
33682	18.0363938082
30	18.0096601029
72981	17.8951858837
110902	17.8610964197
230651	17.8331606454
231815	17.7489650566
18	17.7331146571
604270	17.6926152892
19980	17.6639707537
12401	17.6512011864
31950	17.6270178775
11655	17.6143532272
1474328	17.512209199
45274	17.4942917158
4	17.4233026619
188166	17.4101595217
265447	17.3809379825
9095	17.3516601973
494	17.3146864941
442415	17.2239532078
87264	17.1873326271
23807	17.1308260221
208926	17.1007507044
13413	17.0780266299
5648	17.0734671831
26062	17.0707580733
56	17.0603235264
63	17.0351691281
58017	17.0212125854
355102	16.9742469359
44	16.8825380476
29	16.8735590562
131993	16.8661794645
17	16.7941208227
91946	16.6777142889
8	16.6346568328
60556	16.5833085315
1055	16.5823896159
40723	16.5186047409
707068	16.5126002056
787496	16.4290261346
246448	16.3084719543
13213	16.275002425
77	16.2473684726
10694	16.2453947039
260	16.2112350325
5418	16.1852474557
60599	16.1369774721
1474363	16.0325247422
5	15.9454720653
57252	15.9436600763
40893	15.8198881892
14290	15.6435950824
24117	15.5991848788
69813	15.5763280162
81788	15.4738736529
1483	15.4477970586
105312	15.4420934859
1280	15.4198464749
3372	15.3652846167
71	15.35798686
21818	15.3389215286
48167	15.3228737872
71230	15.3169350457
49887	15.2082830917
17650	15.1773021653
18649	15.1424361069
78523	15.1217346193
210617	15.1166653492
42412	15.1018267388
451260	15.0921145103
108562	15.0771419867
11658	15.0491695383
138392	15.0164092498
81078	14.921572274
40950	14.8818864646
199184	14.7488812916
138097	14.7288077637
118	14.7061862506
60647	14.6554820502
293923	14.6301867645
5195	14.6256787178
82079	14.6208556537
130645	14.6098919448
21128	14.5809893961
20002	14.5484381909
7	14.5425041379
97994	14.4724870817
130648	14.4718834322
15728	14.4457846648
51727	14.3938479026
5	14.3310746372
71338	14.3288065058
35	14.2947151131
24165	14.2705318186
143	14.2398666789
16366	14.2203682299
336076	14.1871100888
89980	14.1421667946
92	14.1116968931
22	14.0763727008
49890	14.0735210597
90	14.0450672971
1261	14.0364744319
82577	14.0024805009
30300	13.991962931
21974	13.8407321486
203421	13.8272300093
49895	13.818703693
19954	13.8104661093
155497	13.8074535276
213403	13.795803801
143	13.6678983858
108338	13.6405636646
87182	13.6299791821
59	13.5544498782
563320	13.5359048657
54	13.5002519387
67	13.4302822122
23964	13.3987485857
109664	13.335129139
1829	13.2445061219
100	13.2411120033
850	13.2362816745
28615	13.2125387255
30647	13.2027129768
33946	13.1696632734
49299	13.165685013
7	13.1326526069
1490	13.0880123989
86	13.0386212603
91595	13.0310661348
70549	12.9863137387
34918	12.9551959398
79304	12.947447548
57238	12.9433105772
43985	12.9405420143
117010	12.9341091842
208099	12.903853705
130672	12.8998926455
26752	12.8882405755
15	12.8803526106
85669	12.8403939335
148099	12.8264342262
299374	12.8238063097
197	12.7712905913
1	12.755845017
