	pos	neg	amb	pos%	neg%	amb%		auROC	auPRC	recallAtFDR50	recallAtFDR25	recallAtFDR10	recallAtFDR05
ENCSR000DZN	14054.0	4713387.0	136327.0	0.0028895292703105904	0.9690813788815585	0.028029091848130915	0	0.9465686342290296	0.28764426837804974	0.20905080404155402	0.13206204639248612	0.08068877187989185	0.04617902376547602
