	pos	neg	amb	pos%	neg%	amb%		auROC	auPRC	recallAtFDR50	recallAtFDR25	recallAtFDR10	recallAtFDR05
ENCSR936XTK	16247.0	4657032.0	190489.0	0.003340414263180316	0.9574946831345574	0.039164902602262276	0	0.9545237280824656	0.3438480549854077	0.3164891980057857	0.11349787653105188	0.0014156459654089985	0.0013540961408259986
