	pos	neg	amb	pos%	neg%	amb%
ENCSR000AOO	411900.0	5254028.0	784509.0	0.0638561387391273	0.8145227989979593	0.12162106226291335
ENCSR000ANO	472394.0	5140401.0	837642.0	0.07323441807120976	0.7969074033278676	0.1298581786009227
ENCSR000DPF	547684.0	5069742.0	833011.0	0.0849064954823991	0.7859532617712567	0.12914024274634417
ENCSR000DRB	499641.0	5577259.0	373537.0	0.07745847296857562	0.8646327372858614	0.057908789745562975
ENCSR000DLB	394996.0	5492955.0	562486.0	0.06123554109589784	0.8515632351730588	0.08720122373104335
ENCSR000DMV	466567.0	5983870.0		0.07233106842218597	0.927668931577814	
ENCSR000DPY	407558.0	5501614.0	541265.0	0.06318300605059782	0.8529056248437121	0.08391136910569005
ENCSR000DRR	407398.0	5399397.0	643642.0	0.06315820152960179	0.8370591015771489	0.09978269689324924
ENCSR359LOD	966955.0	4210764.0	1272718.0	0.14990534749816176	0.6527874002955149	0.1973072522063234
ENCSR000ATN	585568.0	4937105.0	927764.0	0.09077958594123157	0.7653907789503254	0.14382963510844304
ENCSR000DND	280204.0	5817304.0	352929.0	0.04343953750730377	0.9018464950514206	0.054713967441275685
