	pos	neg	amb	pos%	neg%	amb%		auROC	auPRC	recall@50%FDR	recall@25%FDR	recall@10%FDR
ENCSR000DVA	856.0	230636.0	11697.0	0.0035198960479297992	0.9483817113438519	0.0480983926082183	84	0.9882960676961051	0.7100354011814238	0.758177570093458	0.6436915887850467	0.4369158878504673
ENCSR125NBL	1625.0	226625.0	14939.0	0.006682045651735893	0.931888366661321	0.06142958768694308	85	0.9941249363146506	0.7810266667420491	0.8252307692307692	0.6953846153846154	0.5636923076923077
ENCSR000BPJ	802.0	234245.0	8142.0	0.003297846530887499	0.9632220207328457	0.033480132736266856	86	0.9948182064636057	0.7114226601078587	0.7755610972568578	0.6259351620947631	0.3827930174563591
ENCSR027HML	2405.0	222559.0	18225.0	0.009889427564569122	0.9151688604336545	0.07494171200177639	87	0.9823119135714897	0.695614574678407	0.7293139293139294	0.5721413721413722	0.4128898128898129
ENCSR000DPS	764.0	230781.0	11644.0	0.0031415894633392135	0.9489779554173914	0.047880455119269374	88	0.9955019911785545	0.7487454060046341	0.81282722513089	0.7028795811518325	0.48429319371727747
ENCSR000DPG	771.0	236551.0	5867.0	0.003170373659992845	0.9727043575161706	0.024125268823836605	89	0.9918285130430463	0.7118357455087756	0.7730220492866408	0.6394293125810635	0.4280155642023346
ENCSR196HOM	3482.0	222445.0	17262.0	0.014318081821135002	0.9147000892310096	0.07098182894785537	90	0.9805555578866477	0.7495859516665535	0.7940838598506605	0.648190695002872	0.4997128087306146
ENCSR541AMF	1828.0	225363.0	15998.0	0.007516787354691207	0.9266989872074806	0.06578422543782819	91	0.9916944268886847	0.7709441186219549	0.8167396061269147	0.6947483588621444	0.5454048140043763
ENCSR000DUH	745.0	241994.0	450.0	0.003063460929565071	0.9950861264284158	0.0018504126420191703	92	0.9958835908794234	0.7186685896812642	0.8067114093959732	0.5959731543624162	0.36644295302013424
ENCSR000DKN	887.0	234424.0	7878.0	0.0036473689188244534	0.96395807376156	0.03239455731961561	93	0.9943398506165089	0.7423280103473258	0.7959413754227734	0.6764374295377678	0.5140924464487034
ENCSR673WZL	1005.0	228762.0	13422.0	0.004132588233842814	0.9406757706968654	0.05519164106929179	94	0.9923790877664205	0.7878468260518874	0.8378109452736319	0.7402985074626866	0.5950248756218905
ENCSR000AUV	1337.0	222897.0	18955.0	0.0054977815608436235	0.9165587259292155	0.07794349250994083	95	0.9867210250479803	0.6959598979901918	0.7456993268511594	0.5893792071802543	0.4293193717277487
ENCSR000DMY	668.0	233736.0	8785.0	0.002746834766375124	0.9611289984333173	0.036124166800307576	96	0.9971052478675466	0.7869540380563924	0.8562874251497006	0.7335329341317365	0.5688622754491018
ENCSR430YRJ	1431.0	219911.0	21847.0	0.005884312201620961	0.904280210042395	0.08983547775598402	97	0.9859591171691873	0.7506040134583217	0.8043326345213138	0.6547868623340322	0.5003494060097834
ENCSR084RDK	1603.0	223345.0	18241.0	0.006591581033681622	0.918400914515048	0.07500750445127041	98	0.9899700991867721	0.7196139079316591	0.7567061759201498	0.6082345601996257	0.4978165938864629
ENCSR000DPV	931.0	230953.0	11305.0	0.0038282981549329943	0.9496852242494521	0.04648647759561493	99	0.9838757373519109	0.6400265656507679	0.6670247046186896	0.5435016111707841	0.35875402792696026
ENCSR000DUM	991.0	226036.0	16162.0	0.004075019840535551	0.9294663821143226	0.06645859804514184	100	0.9933021840425872	0.7404822763163055	0.8032290615539859	0.6599394550958627	0.46417759838546924
ENCSR000DYB	716.0	228582.0	13891.0	0.002944212114857169	0.9399356056400577	0.0571201822450851	101	0.9933889353008486	0.73997793282369	0.8337988826815642	0.6773743016759777	0.4036312849162011
ENCSR000DWQ	1040.0	227978.0	14171.0	0.004276509217110971	0.9374519406716587	0.05827155011123036	102	0.98481100698313	0.6363068155992946	0.6682692307692307	0.5192307692307693	0.32596153846153847
ENCSR000AHD	1035.0	231905.0	10249.0	0.0042559490766440914	0.953599874994346	0.042144175929009944	103	0.9952552764245146	0.7398894847941946	0.8009661835748793	0.6444444444444445	0.47342995169082125
ENCSR932ZMX	1381.0	234879.0	6929.0	0.005678710796952165	0.965829046544046	0.028492242659001847	104	0.9944094529526795	0.7692798442642121	0.8421433743664012	0.6712527154236061	0.4960173787110789
ENCSR240PRQ	1502.0	225818.0	15869.0	0.006176266196250653	0.9285699599899666	0.0652537738137827	105	0.9908307270272766	0.7130012957319884	0.7643142476697736	0.6038615179760319	0.4507323568575233
ENCSR000AKB	987.0	230477.0	11725.0	0.004058571728162047	0.9477278988770051	0.048213529394832824	106	0.9930438172937841	0.7548491457969484	0.8145896656534954	0.7001013171225937	0.5086119554204661
ENCSR000EIC	965.0	231392.0	10832.0	0.003968107110107776	0.9514904045824442	0.04454148830744812	107	0.9939854235649187	0.7090790756416593	0.783419689119171	0.6020725388601036	0.42590673575129534
ENCSR000AKO	1333.0	241856.0		0.00548133344847012	0.9945186665515299		108	0.9916684193871966	0.6380623287855729	0.6774193548387096	0.4568642160540135	0.2700675168792198
ENCSR000BLX	708.0	236727.0	5754.0	0.002911315890110161	0.9734280744606048	0.023660609649285125	109	0.9967948490763121	0.7733691274023348	0.8615819209039548	0.7048022598870056	0.4830508474576271
ENCSR000DML	814.0	242046.0	329.0	0.0033471908680080104	0.9952999518892713	0.0013528572427206824	110	0.9955731250629741	0.6301442428702418	0.6609336609336609	0.4275184275184275	0.26535626535626533
ENCSR000APM	960.0	231452.0	10777.0	0.003947546969640897	0.9517371262680466	0.04431532676231244	111	0.9868316153745341	0.6783261636202335	0.7145833333333333	0.6	0.39375
ENCSR856JJB	3538.0	221775.0	17876.0	0.014548355394364054	0.9119450304084478	0.0735066141971882	112	0.9779655675192169	0.759118980019369	0.8103448275862069	0.6642170717919729	0.5081967213114754
ENCSR000BNO	456.0	235920.0	6813.0	0.0018750848105794258	0.9701096677892503	0.028015247400170237	113	0.9977954075273806	0.6857439368175074	0.831140350877193	0.5197368421052632	0.019736842105263157
ENCSR402IDP	1148.0	223502.0	18539.0	0.004720608251195572	0.919046502925708	0.07623288882309644	114	0.9900420646486432	0.7304267394636114	0.7761324041811847	0.6480836236933798	0.47822299651567945
ENCSR000DKP	510.0	234699.0	7980.0	0.0020971343276217263	0.9650888814872384	0.03281398418513995	115	0.9960852903873789	0.763813289178379	0.8352941176470589	0.7274509803921568	0.503921568627451
ENCSR066BZZ	2395.0	226151.0	14643.0	0.009848307283635362	0.9299392653450609	0.0602124273713038	116	0.9911687665516663	0.7830882598025695	0.8275574112734865	0.7093945720250522	0.5411273486430063
ENCSR000DVI	1019.0	231747.0	10423.0	0.004190156627150077	0.9529501745555926	0.04285966881725736	117	0.9912304073365716	0.710838358891764	0.7585868498527969	0.6241413150147204	0.4631992149165849
ENCSR000AOO	727.0	231693.0	10769.0	0.002989444423884304	0.9527281250385503	0.044282430537565434	118	0.9931895631872729	0.735627709904697	0.797799174690509	0.671251719394773	0.48418156808803303
ENCSR000ANO	881.0	233685.0	8623.0	0.003622696750264198	0.9609192850005551	0.03545801824918068	119	0.9943658839910736	0.7240206502997328	0.7888762769580022	0.6583427922814983	0.4540295119182747
ENCSR000DPF	1050.0	233037.0	9102.0	0.00431762949804473	0.9582546907960475	0.03742767970590775	120	0.993658611743036	0.7178495843429988	0.7685714285714286	0.6314285714285715	0.4438095238095238
ENCSR000DRB	904.0	238856.0	3429.0	0.0037172733964118444	0.9821825822714021	0.014100144332186077	121	0.9918393387721888	0.7117085607514898	0.7721238938053098	0.6216814159292036	0.4280973451327434
ENCSR000DLB	737.0	234164.0	8288.0	0.003030564704818063	0.9628889464572822	0.03408048883789974	122	0.993131024593347	0.7531306142848522	0.8100407055630936	0.6811397557666214	0.5156037991858887
ENCSR000DMV	959.0	242230.0		0.0039434349415475205	0.9960565650584525		123	0.9936866808951945	0.5909766366385019	0.602711157455683	0.3680917622523462	0.17935349322210636
ENCSR000DPY	784.0	235569.0	6836.0	0.003223830025206732	0.9686663459284753	0.028109824046317886	124	0.984496418181908	0.6714275070318384	0.7155612244897959	0.6211734693877551	0.39668367346938777
ENCSR000DRR	739.0	236214.0	6236.0	0.0030387887610048153	0.9713186040487028	0.025642607190292325	125	0.9974822376438933	0.7770573161385583	0.8525033829499323	0.6941813261163735	0.5466847090663058
ENCSR359LOD	1896.0	224723.0	16570.0	0.007796405265040771	0.92406728922772	0.06813630550723923	126	0.9908929830463011	0.730111670717445	0.7768987341772152	0.6439873417721519	0.4709915611814346
ENCSR000ATN	1034.0	227763.0	14392.0	0.004251837048550716	0.9365678546315829	0.05918030831986644	127	0.9905773223449184	0.7064184218997424	0.7543520309477756	0.5986460348162476	0.46808510638297873
ENCSR000DND	506.0	241185.0	1498.0	0.0020806862152482225	0.9917594957008746	0.006159818083877149	128	0.9984756834277002	0.7917038252115495	0.8616600790513834	0.7490118577075099	0.5355731225296443
