	pos	neg	amb	pos%	neg%	amb%
ENCSR000EXP	942820.0	2413487.0	220548.0	0.26358910271733127	0.6747511431131539	0.06165975416951484
ENCSR000EWM	77164.0	3181444.0	318247.0	0.021573141768397096	0.8894528852860963	0.0889739729455066
ENCSR000EFT	175106.0	3043029.0	358720.0	0.04895529732125009	0.8507554821204661	0.10028922055828374
ENCSR000EXR	69329.0	3108556.0	398970.0	0.01938266997124569	0.8690752071302863	0.11154212289846807
