	pos	neg	amb	pos%	neg%	amb%		auROC	auPRC	recallAtFDR50	recallAtFDR25	recallAtFDR10	recallAtFDR05
ENCSR000BGQ	18410.0	4845358.0		0.003785131198692043	0.9962148688013079		0	0.9652529943441691	0.2775663594826112	0.20749592612710482	0.06404128191200434	0.00010863661053775122	0.00010863661053775122
