	auROC	auPRC	recall@50%FDR	recall@25%FDR	recall@10%FDR
0	0.9546652428763882	0.2611903689178169	0.1905781584582441	0.05460385438972163	0.019271948608137045
1	0.9792551536361147	0.47193669957739676	0.44750656167979	0.27034120734908135	0.1141732283464567
2	0.9675897597166777	0.19316537834102818	0.05588822355289421	0.029940119760479042	0.001996007984031936
3	0.9490218090733904	0.04376398005975751	0.02564102564102564	0.01282051282051282	0.01282051282051282
4	0.8988046780163934	0.022566870648211276	0.005376344086021506	0.0	0.0
5	0.9198309061313751	0.13904207447938335	0.0017152658662092624	0.0008576329331046312	0.0008576329331046312
6	0.9723625524023138	0.2912563743382802	0.25555555555555554	0.07777777777777778	0.04814814814814815
7	0.9834506456553872	0.6404679317782054	0.6959297685554668	0.5227454110135674	0.28092577813248204
8	0.923462273326124	0.11441697756092839	0.005161290322580645	0.0012903225806451613	0.0012903225806451613
9	0.9397377051734052	0.19669709400139684	0.06433823529411764	0.0009191176470588235	0.0009191176470588235
10	0.9369751456200844	0.07122194288865	0.027472527472527472	0.02197802197802198	0.02197802197802198
11	0.9783698259822557	0.24585667859400706	0.10892586989409984	0.01361573373676248	0.012102874432677761
12	0.940151262766171	0.1653382435614938	0.0	0.0	0.0
13	0.9587645070348793	0.22527352485298174	0.11341632088520055	0.02074688796680498	0.016597510373443983
14	0.9747406155116164	0.24034326122679928	0.1574468085106383	0.03404255319148936	0.02553191489361702
