tf  cell    expr	pos	neg	amb	pos%	neg%	amb%		auROC	auPRC	recallAtFDR50	recallAtFDR25	recallAtFDR10	recallAtFDR05
STAT1   GM12878 ENCSR332EYT	4856.0	4513509.0	345403.0	0.0009984028843481021	0.9279860799281545	0.07101551718749743	0	0.9542091048037142	0.1684169042034181	0.00020593080724876442	0.00020593080724876442	0.00020593080724876442	0.00020593080724876442
	pos	neg	amb	pos%	neg%	amb%		auROC	auPRC	recallAtFDR50	recallAtFDR25	recallAtFDR10	recallAtFDR05
ENCSR332EYT	4856.0	4513509.0	345403.0	0.0009984028843481021	0.9279860799281545	0.07101551718749743	0	0.9482998039108632	0.11857796832783757	0.0	0.0	0.0	0.0
