tf	cell	expr	pos	neg	amb	pos%	neg%	amb%		auROC	auPRC	recallAtFDR50	recallAtFDR25	recallAtFDR10	recallAtFDR05
RELA	GM12878	ENCSR000EAG	10269.0	4853499.0		0.002111326033643052	0.9978886739663569		0	0.9513233279673109	0.10617342918003557	0.0017528483786152498	0.0	0.0	0.0
	pos	neg	amb	pos%	neg%	amb%		auROC	auPRC	recallAtFDR50	recallAtFDR25	recallAtFDR10	recallAtFDR05
ENCSR000EAG	10269.0	4853499.0		0.002111326033643052	0.9978886739663569		0	0.9438858226584955	0.09699465713706132	0.0	0.0	0.0	0.0
